id,occurrence_date,pest_type,severity_level,institution,province,locality,adults_count,infection_percent,geom_wkt
1,2026-05-23 17:51:38.380453+00:00,Dalbulus maidis,Explosive,CREA,Jujuy,EL Carmen,105.0,,POINT(-65.25 -24.3833)
2,2026-05-23 17:51:38.380453+00:00,Dalbulus maidis,Explosive,CREA,Jujuy,Fraile Pintado,120.0,,POINT(-64.8023369 -23.9425671)
3,2026-05-23 17:51:38.380453+00:00,Dalbulus maidis,Explosive,CREA,Jujuy,Santa Clara,155.0,,POINT(-64.6619555 -24.3100735)
4,2025-03-16 17:08:00+00:00,Spodoptera frugiperda,Present,iNaturalist,Ciudad de Buenos Aires,Unknown,1.0,,POINT(-58.527325 -34.645194)
5,2024-02-27 17:34:28+00:00,Spodoptera frugiperda,Present,iNaturalist,Entre Ríos,Unknown,1.0,,POINT(-58.513403 -33.010308)
6,2024-03-16 15:11:38+00:00,Spodoptera frugiperda,Present,iNaturalist,Ciudad de Buenos Aires,Unknown,1.0,,POINT(-58.476699 -34.579202)
7,2024-03-18 00:25:00+00:00,Spodoptera frugiperda,Present,iNaturalist,Buenos Aires,Unknown,1.0,,POINT(-58.340589 -34.711002)
8,2024-05-07 01:16:00+00:00,Spodoptera frugiperda,Present,iNaturalist,Misiones,Unknown,1.0,,POINT(-54.142124 -25.53682)
9,2025-04-15 03:00:00+00:00,Dalbulus maidis,Official Alert (Confirmed Survival),SENASA (SINAVIMO),Córdoba,Córdoba Capital,45.0,8.5,POINT(-64.1833 -31.4167)
10,2025-05-02 03:00:00+00:00,Spodoptera frugiperda,Official Alert,SENASA (SINAVIMO),Santa Fe,Rosario,12.0,,POINT(-60.6393 -32.9468)
11,2025-05-10 03:00:00+00:00,Dalbulus maidis,Official Alert (Confirmed Survival),SENASA (SINAVIMO),Buenos Aires,Escobar,5.0,,POINT(-58.9833 -34.3667)
12,2026-05-23 17:55:42.874515+00:00,Dalbulus maidis,Explosive,CREA,Jujuy,EL Carmen,105.0,,POINT(-65.25 -24.3833)
13,2026-05-23 17:55:42.874515+00:00,Dalbulus maidis,Explosive,CREA,Jujuy,Fraile Pintado,120.0,,POINT(-64.8023369 -23.9425671)
14,2026-05-23 17:55:42.874515+00:00,Dalbulus maidis,Explosive,CREA,Jujuy,Santa Clara,155.0,,POINT(-64.6619555 -24.3100735)
7914,2025-09-02 03:00:00+00:00,Dalbulus maidis,Unknown,AAPRESID,Jujuy,Palpala,,,POINT(-65.2093985 -24.2554935)
7915,2025-09-02 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Jujuy,EL Carmen,5.0,,POINT(-65.25 -24.3833)
7916,2025-09-02 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Jujuy,Fraile Pintado,7.0,,POINT(-64.8023369 -23.9425671)
7917,2025-09-02 03:00:00+00:00,Dalbulus maidis,High,INTA,Jujuy,El Bananal,31.0,,POINT(-65.2230287 -24.2780584)
7918,2025-09-02 03:00:00+00:00,Dalbulus maidis,Unknown,AAPRESID,Salta,Güemes,,,POINT(-65.0467556 -24.6744733)
7919,2025-09-02 03:00:00+00:00,Dalbulus maidis,Explosive,AAPRESID,Salta,Rivadavia,186.0,,POINT(-62.8101767 -23.6194992)
7920,2025-09-02 03:00:00+00:00,Dalbulus maidis,Explosive,AAPRESID,Salta,Piquete Cabado 1,103.0,,POINT(-64.1779238 -24.8199213)
7921,2025-09-02 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Salta,Antilla,13.0,,POINT(-64.5934507 -26.119575)
23,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Jujuy,EL Carmen,105.0,,POINT(-65.25 -24.3833)
24,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Jujuy,Fraile Pintado,120.0,,POINT(-64.8023369 -23.9425671)
25,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Jujuy,Santa Clara,155.0,,POINT(-64.6619555 -24.3100735)
26,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Jujuy,El Bananal,2865.0,,POINT(-65.2230287 -24.2780584)
27,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,AAPPCE,Salta,Agua Sucia,202.0,,POINT(-63.897824 -24.4245161)
28,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,AAPPCE,Salta,Rio Piedras,172.0,,POINT(-64.9103052 -25.3142011)
29,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,AAPRESID,Salta,Rivadavia,627.0,,POINT(-62.8101767 -23.6194992)
30,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,AAPRESID,Salta,Piquete Cabado 1,45.0,,POINT(-64.1779238 -24.8199213)
31,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Salta,Antilla,990.0,,POINT(-64.5934507 -26.119575)
32,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Salta,Ceibalito,182.0,,POINT(-64.2752752 -25.1101879)
33,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Salta,Copo Quiles,660.0,,POINT(0 0)
34,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Salta,El Bordo,1930.0,,POINT(-65.1055563 -24.6606733)
35,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Salta,El Galpón,,,POINT(-64.6515946 -25.3806631)
36,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Salta,El Tunal,375.0,,POINT(-64.395205 -25.253895)
37,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Salta,Embarcación,,,POINT(-64.0973737 -23.2101359)
38,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Salta,Horcones,160.0,,POINT(-64.9040735 -25.7199736)
7922,2025-09-02 03:00:00+00:00,Dalbulus maidis,High,CREA,Salta,Ballivián,33.0,,POINT(-63.8598092 -22.9343587)
40,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Salta,Las Lajitas T3,323.0,,POINT(-64.1953709 -24.7269289)
41,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Medium,CREA,Salta,Metan 1,8.0,,POINT(-64.971005 -25.4969744)
7923,2025-09-02 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Salta,Ceibalito,13.0,,POINT(-64.2752752 -25.1101879)
43,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Salta,Mosconi,120.0,,POINT(-64.9812953 -25.4939916)
44,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Salta,,1530.0,,POINT(-64.5911956 -25.2269908)
7924,2025-09-02 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Salta,Chaguaral,,,POINT(-64.0045169 -24.0591633)
46,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Salta,Santo Domingo,1200.0,,POINT(-64.0272386 -24.6528628)
47,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Salta,Saravia,960.0,,POINT(-64.3121457 -24.5444364)
48,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Salta,Tolloche,,,POINT(-63.95 -25.55)
7925,2025-09-02 03:00:00+00:00,Dalbulus maidis,Explosive,CREA,Salta,Copo Quiles,676.0,,POINT(-65.4 -24.7)
7926,2025-09-02 03:00:00+00:00,Dalbulus maidis,Low,CREA,Salta,El Bordo,4.0,,POINT(-65.1055563 -24.6606733)
51,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,Alto Verde,485.0,,POINT(-65.4838827 -27.1176529)
52,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,Burruyacu,230.0,,POINT(-64.7434868 -26.4995747)
53,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,Garmendia,750.0,,POINT(-65.1800307 -26.8383727)
54,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,Huasa Pampa,349.0,,POINT(-65.4845131 -27.2416098)
7927,2025-09-02 03:00:00+00:00,Dalbulus maidis,High,CREA,Salta,El Galpón,47.0,,POINT(-64.6515946 -25.3806631)
56,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,La Cocha 1,303.0,,POINT(-65.5883539 -27.7700082)
7928,2025-09-02 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Salta,El Tunal,10.0,,POINT(-64.395205 -25.253895)
7929,2025-09-02 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Salta,Embarcación,15.0,,POINT(-64.0973737 -23.2101359)
57,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,La Cruz,650.0,,POINT(-64.8817717 -26.6322766)
58,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,La Invernada,208.0,,POINT(-65.5768528 -27.631565)
59,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,La Virginia,223.0,,POINT(-64.7867557 -26.745486)
60,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Tucumán,Laguna de Robles,,,POINT(-64.6494651 -26.2561581)
61,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,Las Cejas,512.0,,POINT(-64.7411658 -26.8884593)
62,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,Los Pereyra,310.0,,POINT(-64.8820143 -26.9462385)
63,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,Los Puestos,458.0,,POINT(-65.0175023 -27.2808347)
64,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,Piedrabuena,359.0,,POINT(-65.183807 -26.8184342)
7930,2025-09-02 03:00:00+00:00,Dalbulus maidis,High,CREA,Salta,Gral Pizarro,25.0,,POINT(-58.5496468 -34.654802)
66,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,Río Colorado,212.0,,POINT(-65.3557946 -27.1503766)
67,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,Rumi Punco,317.0,,POINT(-65.5739654 -27.9848359)
68,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,San Agustín,288.0,,POINT(-64.8504348 -26.8369326)
69,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,Tacanas,1500.0,,POINT(-64.8100112 -27.1383027)
70,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,Taco Ralo,254.0,,POINT(-65.1959141 -27.8357346)
71,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,Timbo Viejo,1503.0,,POINT(-65.1309335 -26.6640852)
72,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Tucumán,Trancas,3000.0,,POINT(-65.2835347 -26.230956)
73,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Tucumán,Viclos,,,POINT(-64.9137221 -27.1922739)
74,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Tucumán,Leales,789.0,,POINT(-65.310329 -27.1937478)
75,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,AAPPCE,Tucumán,Tala Pozo,600.0,,POINT(-64.831831 -26.7352494)
76,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Santiago del Estero,Bobadal,,,POINT(-64.3987974 -26.7223111)
77,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,CREA,Santiago del Estero,El Charco,25.0,,POINT(-64.6991261 -27.2272489)
78,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Santiago del Estero,El Palomar,533.0,,POINT(-64.6014054 -26.8850922)
79,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Santiago del Estero,Frias,468.0,,POINT(-65.1288391 -28.6377023)
80,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Santiago del Estero,Isca Yacu 2,389.0,,POINT(-64.6117067 -27.0261757)
81,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Santiago del Estero,Pozo Hondo,498.0,,POINT(-64.4908677 -27.1670114)
82,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Santiago del Estero,Termas R. Hondo,649.0,,POINT(-64.8640783 -27.4959255)
83,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Santiago del Estero,Vinará,,,POINT(-64.7961142 -27.3762449)
84,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Santiago del Estero,,,,POINT(-63.5408542 -27.6431016)
85,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Catamarca,El Abra,469.0,,POINT(-65.4294044 -28.0819035)
86,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Catamarca,Los Altos,485.0,,POINT(-65.4997332 -28.0468719)
87,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Catamarca,Frias,,,POINT(-68.3859089 -27.5113574)
7931,2025-09-02 03:00:00+00:00,Dalbulus maidis,High,CREA,Salta,Horcones,27.0,,POINT(-64.9040735 -25.7199736)
89,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Zero,AAPRESID,Chaco,Pampa del Infierno,0.0,,POINT(-61.1744 -26.5052)
90,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,AAPRESID,Chaco,Concepcion del Bermejo,,,POINT(-60.95 -26.6)
91,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,AAPRESID,Chaco,Las Piedritas,,,POINT(-61.5657582 -26.8236989)
92,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Chaco,Gral. Pinedo,157.0,,POINT(-61.2833 -27.3167)
93,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,INTA,Chaco,Tres Isletas,36.0,,POINT(-60.4319 -26.34)
7932,2025-09-02 03:00:00+00:00,Dalbulus maidis,Low,CREA,Salta,Las Lajitas T3,4.0,,POINT(-64.1953709 -24.7269289)
95,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Chaco,Las Breñas,568.0,,POINT(-61.0805 -27.0863)
96,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Medium,INTA,Chaco,Juan José Castelli,13.0,,POINT(-60.6195 -25.9427)
97,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Chaco,Sylvina,456.0,,POINT(-61.1360183 -27.8315753)
98,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Chaco,Basail,239.0,,POINT(-59.2816402 -27.887641)
99,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,CREA,Santa Fe,La María,38.0,,POINT(-60.734132 -33.1656751)
100,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,CREA,Santa Fe,Margarita,31.0,,POINT(-60.2532273 -29.6875707)
101,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Santa Fe,Ramayón,109.0,,POINT(-60.5035744 -30.6725959)
102,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Santa Fe,Soledad,595.0,,POINT(-60.9144282 -30.6196133)
103,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,CREA,Santa Fe,Hersilia,87.0,,POINT(-61.8391618 -30.0039552)
104,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Santa Fe,La Penca y Caraguatá,101.0,,POINT(-60.5206908 -30.3458382)
105,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Santiago del Estero,Tomás Young,,,POINT(-62.183333 -28.6)
106,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Santiago del Estero,Isla Baja,,,POINT(-62.3133464 -29.0178961)
7933,2025-09-02 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Salta,Metan 1,0.0,,POINT(-64.971005 -25.4969744)
108,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Santa Fe,Vera y Pintado,,,POINT(-60.3368778 -30.1432165)
7934,2025-09-02 03:00:00+00:00,Dalbulus maidis,High,CREA,Salta,Metan 2,45.0,,POINT(-64.971005 -25.4969744)
110,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,CREA,Santa Fe,Malabrigo,56.0,,POINT(-59.9700883 -29.3489728)
111,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,INTA,Formosa,El colorado,22.0,,POINT(-59.3720661 -26.3083815)
112,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Formosa,Comandante Fontana,297.0,,POINT(-59.6848511 -25.3335851)
113,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Santiago del Estero,Pozo de toba,,,POINT(-62.3167 -27.4667)
114,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Santa Fe,Arroyo Ceibal,243.0,,POINT(-59.7167 -29.0167)
115,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,AAPPCE,Santa Fe,Villa Minetti,,,POINT(-61.6266091 -28.6227503)
7935,2025-09-02 03:00:00+00:00,Dalbulus maidis,High,CREA,Salta,Mollinedo,24.0,,POINT(-64.1007255 -24.5399351)
117,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,AAPPCE,Santa Fe,Santa Margarita,,,POINT(-61.2152688 -32.0209423)
7936,2025-09-02 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Salta,Mosconi,11.0,,POINT(-64.9812953 -25.4939916)
119,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Santiago del Estero,Weisburd,,,POINT(-62.6167 -27.2833)
120,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Santa Fe,Reconquista,443.0,,POINT(-59.6437728 -29.1443478)
121,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,INTA,Santa Fe,Calchaquí,84.0,,POINT(-60.2832099 -29.8878656)
122,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Santa Fe,Logroño,1132.0,,POINT(-61.6961816 -29.5038105)
123,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Medium,INTA,Santa Fe,San javier,11.0,,POINT(-59.9280841 -30.5815988)
124,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Santa Fe,La sarita,192.0,,POINT(-59.8504271 -28.973039)
125,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,CREA,Santa Fe,Emilia,88.0,,POINT(-60.745031 -31.0589655)
126,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,CREA,Santa Fe,Ambrosetti,63.0,,POINT(-61.5743553 -30.0148049)
127,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Santa Fe,La Pelada,,,POINT(-60.9683813 -30.8663481)
128,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,CREA,Chaco,San Bernardo,74.0,,POINT(-60.7128954 -27.2867286)
129,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,CREA,Santa Fe,Colonia Esther,46.0,,POINT(-60.6448978 -31.0412201)
130,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,CREA,Santiago del Estero,Colonia Alpina,81.0,,POINT(-62.1059232 -30.0598238)
131,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Zero,CREA,Chaco,La Montenegrina,0.0,,POINT(-60.7779551 -26.9940795)
132,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Santiago del Estero,Puna,,,POINT(-62.5224391 -27.7980544)
133,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Formosa,Perin,255.0,,POINT(-59.9655158 -25.5671358)
134,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Santiago del Estero,Campo del Cielo,,,POINT(-61.8047772 -27.8703526)
135,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Santiago del Estero,Lilo Viejo,,,POINT(-62.9504737 -26.9368803)
7937,2025-09-02 03:00:00+00:00,Dalbulus maidis,High,CREA,Salta,Nstra Sra de Talavera,39.0,,POINT(-65.4 -24.7)
137,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,AAPPCE,Santiago del Estero,Bandera,1870.0,,POINT(-62.2688764 -28.8878546)
138,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,AAPPCE,Santiago del Estero,Col. Mackinlay,318.0,,POINT(-62.116667 -30.366667)
139,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,AAPRESID,Santiago del Estero,Arbol Blanco,,,POINT(-61.9629214 -26.8372055)
140,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,AAPRESID,Santiago del Estero,Roversi,2201.0,,POINT(-61.945006 -27.5911418)
141,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,AAPRESID,Santiago del Estero,Tacañitas,,,POINT(-62.6050617 -28.6233155)
142,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,AAPRESID,Santiago del Estero,Sachayoj,244.0,,POINT(-61.8153369 -26.6749136)
143,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,AAPRESID,Santiago del Estero,Campo Gallo,675.0,,POINT(-62.8470969 -26.5838748)
144,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,CREA,Chaco,Charata,80.0,,POINT(-61.1873712 -27.2178115)
145,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Santiago del Estero,Quimilí,1200.0,,POINT(-62.4174351 -27.6446881)
146,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Santiago del Estero,Añatuya,3176.0,,POINT(-62.8359481 -28.4593692)
147,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Santiago del Estero,Malbran,1946.0,,POINT(-62.4393427 -29.3461528)
148,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Santiago del Estero,Pampa de los Guanacos,575.0,,POINT(-61.8345299 -26.2315682)
149,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Santiago del Estero,La Rosita,200.0,,POINT(-64.2607721 -27.7377285)
150,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Chaco,Gancedo,,,POINT(-61.6764798 -27.4907695)
7938,2025-09-02 03:00:00+00:00,Dalbulus maidis,High,CREA,Salta,Pichanal,70.0,,POINT(-64.2269308 -23.3220599)
152,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Santiago del Estero,Girardet,300.0,,POINT(-62.1681422 -27.6184067)
153,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Santiago del Estero,Cejolao,400.0,,POINT(-62.3064706 -27.491194)
154,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Formosa,Las Lomitas,439.0,,POINT(-60.5931 -24.7081)
155,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,CREA,Santiago del Estero,Desvío La Paloma,85.0,,POINT(-61.8532774 -27.564955)
156,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,CREA,Santiago del Estero,Coronel Rico,117.0,,POINT(-61.8114796 -26.3833358)
7939,2025-09-02 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Salta,Piquete Cabado 2,11.0,,POINT(-64.1779238 -24.8199213)
158,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,CREA,Chaco,Las Piedras,,,POINT(-61.1815185 -27.2280684)
159,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,AAPRESID,Santiago del Estero,Otumpa,93.0,,POINT(-62.2249069 -27.3282875)
7940,2025-09-02 03:00:00+00:00,Dalbulus maidis,Low,CREA,Salta,Saravia,3.0,,POINT(-64.3121457 -24.5444364)
161,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,AAPRESID,Santiago del Estero,Ahí Veremos,,,POINT(-63.4656697 -25.7290753)
162,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Low,AAPRESID,Corrientes,Mercedes,3.0,,POINT(-58.0799951 -29.1835645)
163,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,AAPRESID,Corrientes,Ambrosio,48.0,,POINT(-58.7750307 -28.2266753)
164,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,AAPRESID,Corrientes,Corrientes,82.0,,POINT(-58.7662564 -27.5246618)
165,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Medium,AAPRESID,Corrientes,Bella Vista,18.0,,POINT(-59.0452284 -28.5073653)
166,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,INTA,Corrientes,Sauce,,,POINT(-58.7872808 -30.085376)
7941,2025-09-02 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Salta,Tolloche,0.0,,POINT(-63.95 -25.55)
7942,2025-09-02 03:00:00+00:00,Dalbulus maidis,High,CREA,Salta,Urundel,30.0,,POINT(-64.3978211 -23.5582035)
169,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Medium,INTA,Corrientes,Virasoro,8.0,,POINT(-58.6585875 -27.456452)
170,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,INTA,Corrientes,Goya,160.0,,POINT(-59.2649825 -29.1444046)
171,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,INTA,Corrientes,Curuzú,,,POINT(-55.8244311 -27.9133623)
172,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Unknown,INTA,Corrientes,Esquina,,,POINT(-59.5340904 -30.0170807)
173,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,INTA,Corrientes,Monte Caseros,45.0,,POINT(-57.6294418 -30.2496832)
174,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Zero,AAPPCE,Entre Ríos,Don Cristobal,0.0,,POINT(-59.9951248 -32.0713166)
175,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,High,AAPPCE,Entre Ríos,Isletas,40.0,,POINT(-60.2894315 -32.1977701)
176,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,AAPPCE,Entre Ríos,San Salvador,161.0,,POINT(-58.5051869 -31.6247717)
177,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Explosive,AAPPCE,Entre Ríos,Hinojal,282.0,,POINT(-60.1215972 -32.3429428)
178,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Low,AAPRESID,Entre Ríos,Viale,1.0,,POINT(-60.0129648 -31.8720895)
179,2026-05-23 17:56:13.222504+00:00,Dalbulus maidis,Medium,AAPRESID,Entre Ríos,Colonia Celina,13.0,,POINT(-60.2736401 -31.6127841)
