id,occurrence_date,pest_type,severity_level,institution,province,locality,adults_count,infection_percent,geom_wkt
8702,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPRESID,Chaco,Don Luciano (C. del Bermejo),,,POINT(-60.8 -26.3)
8703,2025-07-30 03:00:00+00:00,Dalbulus maidis,High,AAPRESID,Chaco,Villa Angela,89.0,,POINT(-60.7112067 -27.5768225)
8704,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Chaco,Las Piedritas,0.0,,POINT(-61.5657582 -26.8236989)
8705,2025-07-30 03:00:00+00:00,Dalbulus maidis,Explosive,CREA,Chaco,Kempe,152.0,,POINT(-61.2011966 -27.2124048)
8706,2025-07-30 03:00:00+00:00,Dalbulus maidis,Explosive,INTA,Chaco,Gral. Pinedo,194.0,,POINT(-61.2833 -27.3167)
8707,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,INTA,Chaco,Tres Isletas,20.0,,POINT(-60.4319 -26.34)
8708,2025-07-30 03:00:00+00:00,Dalbulus maidis,Explosive,INTA,Chaco,Pampa del Infierno,122.0,,POINT(-61.1744 -26.5052)
8709,2025-07-30 03:00:00+00:00,Dalbulus maidis,Explosive,INTA,Chaco,Las Breñas,1358.0,,POINT(-61.0805 -27.0863)
8710,2025-07-30 03:00:00+00:00,Dalbulus maidis,Explosive,INTA,Chaco,Juan José Castelli,237.0,,POINT(-60.6195 -25.9427)
8711,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,INTA,Chaco,Sylvina,6.0,,POINT(-61.1360183 -27.8315753)
8712,2025-07-30 03:00:00+00:00,Dalbulus maidis,High,INTA,Chaco,Basail,86.0,,POINT(-59.2816402 -27.887641)
8713,2025-07-30 03:00:00+00:00,Dalbulus maidis,Explosive,AAPPCE,Santiago del Estero,Weisburd,131.0,,POINT(-62.6167 -27.2833)
8714,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPPCE,Santiago del Estero,Bandera,4.0,,POINT(-62.2688764 -28.8878546)
8715,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Santiago del Estero,Bandera,0.0,,POINT(-62.2688764 -28.8878546)
8716,2025-07-30 03:00:00+00:00,Dalbulus maidis,High,AAPRESID,Santiago del Estero,Arbol Blanco,32.0,,POINT(-61.9629214 -26.8372055)
8717,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPRESID,Santiago del Estero,Los Juries,5.0,,POINT(-62.1100222 -28.4633987)
8718,2025-07-30 03:00:00+00:00,Dalbulus maidis,High,AAPRESID,Santiago del Estero,Roversi,67.0,,POINT(-61.945006 -27.5911418)
8719,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPRESID,Santiago del Estero,Otumpas,,,POINT(-64.3 -27.8)
8720,2025-07-30 03:00:00+00:00,Dalbulus maidis,High,AAPRESID,Santiago del Estero,Tacañitas,86.0,,POINT(-62.6050617 -28.6233155)
8721,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPRESID,Santiago del Estero,Sachayoj,,,POINT(-61.8153369 -26.6749136)
8722,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPRESID,Santiago del Estero,Campo Gallo,,,POINT(-62.8470969 -26.5838748)
8723,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Santiago del Estero,SotosCueva,0.0,,POINT(-3.6883479 43.0452656)
8724,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Santiago del Estero,Tierras del Oeste,17.0,,POINT(68.7133281 -49.347033)
8725,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Santiago del Estero,Cuatro Bocas,0.0,,POINT(-61.8575993 -28.8642078)
8726,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Santiago del Estero,Rio Dulce,,,POINT(-64.2640886 -27.7615606)
8727,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Santiago del Estero,Isla Baja,,,POINT(-62.3133464 -29.0178961)
8728,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Santiago del Estero,Tomás Young,7.0,,POINT(-62.183333 -28.6)
8729,2025-07-30 03:00:00+00:00,Dalbulus maidis,Explosive,INTA,Santiago del Estero,Quimilí,174.0,,POINT(-62.4174351 -27.6446881)
8730,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,INTA,Santiago del Estero,Pampa de los Guanacos,,,POINT(-61.8345299 -26.2315682)
8731,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPPCE,Santa Fe,Villa Minetti,,,POINT(-61.6266091 -28.6227503)
8732,2025-07-30 03:00:00+00:00,Dalbulus maidis,High,AAPRESID,Santa Fe,Villa Minetti,40.0,,POINT(-61.6266091 -28.6227503)
8733,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,CREA,Santa Fe,Ambrosetti,3.0,,POINT(-61.5743553 -30.0148049)
8734,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Santa Fe,Arroyo Ceibal,,,POINT(-59.7167 -29.0167)
8735,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Santa Fe,Hersilia,12.0,,POINT(-61.8391618 -30.0039552)
8736,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Santa Fe,Ramayón,16.0,,POINT(-60.5035744 -30.6725959)
8737,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,CREA,Santa Fe,Alejandra,1.0,,POINT(-59.82723 -29.9091987)
8738,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Santa Fe,Vera y Pintado,,,POINT(-60.3368778 -30.1432165)
8739,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Santa Fe,Emilia,,,POINT(-60.745031 -31.0589655)
8740,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,CREA,Santa Fe,La María,1.0,,POINT(-60.734132 -33.1656751)
8741,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Santa Fe,La Osca,,,POINT(-0.3307652 42.772296)
8742,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Santa Fe,Soledad,0.0,,POINT(-60.9144282 -30.6196133)
8743,2025-07-30 03:00:00+00:00,Dalbulus maidis,Explosive,INTA,Santa Fe,Reconquista,545.0,,POINT(-59.6437728 -29.1443478)
8744,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,INTA,Santa Fe,Calchaquí,3.0,,POINT(-60.2832099 -29.8878656)
8745,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,INTA,Santa Fe,Logroño,3.0,,POINT(-61.6961816 -29.5038105)
8746,2025-07-30 03:00:00+00:00,Dalbulus maidis,High,INTA,Santa Fe,San javier,23.0,,POINT(-59.9280841 -30.5815988)
8747,2025-07-30 03:00:00+00:00,Dalbulus maidis,Explosive,INTA,Santa Fe,La sarita,763.0,,POINT(-59.8504271 -28.973039)
8748,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPRESID,Corrientes,Mercedes,5.0,,POINT(-58.0799951 -29.1835645)
8749,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPRESID,Corrientes,Ambrosio,2.0,,POINT(-58.7750307 -28.2266753)
8750,2025-07-30 03:00:00+00:00,Dalbulus maidis,High,AAPRESID,Corrientes,Corrientes,89.0,,POINT(-58.7662564 -27.5246618)
8751,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPRESID,Corrientes,Bella Vista,3.0,,POINT(-59.0452284 -28.5073653)
8752,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,INTA,Corrientes,Sauce,0.0,,POINT(-58.7872808 -30.085376)
8753,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,INTA,Corrientes,,2.0,,POINT(-57.8 -28.5)
8754,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,INTA,Corrientes,Mercedes,6.0,,POINT(-58.0799951 -29.1835645)
8755,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,INTA,Corrientes,Virasoro,7.0,,POINT(-58.6585875 -27.456452)
8756,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,INTA,Corrientes,Goya,13.0,,POINT(-59.2649825 -29.1444046)
8757,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,INTA,Corrientes,Ituzaingo,0.0,,POINT(-56.6893413 -27.5896182)
8758,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,INTA,Corrientes,Esquina,0.0,,POINT(-59.5340904 -30.0170807)
8759,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPPCE,Entre Ríos,Don Cristobal,4.0,,POINT(-59.9951248 -32.0713166)
8760,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPPCE,Entre Ríos,Isletas,1.0,,POINT(-60.2894315 -32.1977701)
8761,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPPCE,Entre Ríos,La paz,2.0,,POINT(-59.6439325 -30.7422896)
8762,2025-07-30 03:00:00+00:00,Dalbulus maidis,High,AAPPCE,Entre Ríos,Hinojal,38.0,,POINT(-60.1215972 -32.3429428)
8763,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPRESID,Entre Ríos,Colonia Celina,14.0,,POINT(-60.2736401 -31.6127841)
8764,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Entre Ríos,Viale,0.0,,POINT(-60.0129648 -31.8720895)
8765,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Entre Ríos,Gualeguay,0.0,,POINT(-59.3106789 -33.1504259)
8766,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPRESID,Entre Ríos,Paso de las Piedras,9.0,,POINT(-60.0932579 -31.701249)
8767,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Entre Ríos,Villa Hernandarias,0.0,,POINT(-60.49784 -31.772746)
8768,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPRESID,Entre Ríos,Don Cristobal,8.0,,POINT(-59.9951248 -32.0713166)
8769,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Entre Ríos,Crespo,0.0,,POINT(-60.3062469 -32.0307826)
8770,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Entre Ríos,Santa Elena,0.0,,POINT(-59.7844127 -30.9478684)
8771,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Entre Ríos,Molino Doll,,,POINT(-60.4218419 -32.3069907)
8772,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Entre Ríos,Gualeguay,0.0,,POINT(-59.3106789 -33.1504259)
8773,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Entre Ríos,Arroyo Barú,0.0,,POINT(-58.4463106 -31.8661139)
8774,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,INTA,Entre Ríos,La Paz,1.0,,POINT(-59.6439325 -30.7422896)
8775,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,INTA,Entre Ríos,Nogoya,12.0,,POINT(-59.787777 -32.3985574)
8776,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,INTA,Entre Ríos,Urdinarrain,,,POINT(-58.8885673 -32.6910946)
8777,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,INTA,Entre Ríos,,,,POINT(-59.8 -32.1)
8778,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,INTA,Entre Ríos,Diamante,1.0,,POINT(-60.6426494 -32.0670391)
8779,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,INTA,Entre Ríos,Gualeguay,4.0,,POINT(-59.3106789 -33.1504259)
8780,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,San Luis,La Toma,0.0,,POINT(-65.6214721 -33.0534553)
8781,2025-07-30 03:00:00+00:00,Dalbulus maidis,High,AAPPCE,Córdoba,Corralito,24.0,,POINT(-64.192075 -32.0236774)
8782,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPPCE,Córdoba,Freyre,5.0,,POINT(-62.0963059 -31.1645209)
8783,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPPCE,Córdoba,Morteros,4.0,,POINT(-62.0067058 -30.7107038)
8784,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPPCE,Córdoba,Rayo Cortado,,,POINT(-63.8251324 -30.0762926)
8785,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPPCE,Córdoba,Jesus María,5.0,,POINT(-64.0957082 -30.9764132)
8786,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPPCE,Córdoba,El Fortín,,,POINT(-62.3003476 -31.9697703)
8787,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPPCE,Córdoba,Río Ceballos,,,POINT(-64.3160951 -31.1709088)
8788,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Córdoba,Villa María,0.0,,POINT(-63.2435809 -32.4106245)
8789,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPRESID,Córdoba,Cañada de Luque,11.0,,POINT(-63.7240686 -30.7352678)
8790,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPRESID,Córdoba,Capilla de Sitón,10.0,,POINT(-63.6521477 -30.5720747)
8791,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPRESID,Córdoba,Carrilobo,1.0,,POINT(-63.1157318 -31.8715895)
8792,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Córdoba,Devoto,0.0,,POINT(-62.3060014 -31.4015972)
8793,2025-07-30 03:00:00+00:00,Dalbulus maidis,High,AAPRESID,Córdoba,Eufrasio Loza,43.0,,POINT(-63.5896591 -29.9257056)
8794,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPRESID,Córdoba,Laguna Larga,1.0,,POINT(-63.800346 -31.7757039)
8795,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPRESID,Córdoba,Las Bajadas,12.0,,POINT(-64.3307876 -32.0971007)
8796,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPRESID,Córdoba,Monte del Rosario,14.0,,POINT(-63.6019485 -30.9822469)
8797,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Córdoba,Montecristo,0.0,,POINT(-64.1396496 -31.3886599)
8798,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPRESID,Córdoba,Obispo trejo,1.0,,POINT(-63.4101362 -30.7810682)
8799,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPRESID,Córdoba,Río Segundo- T1,,,POINT(-63.9116179 -31.6501467)
8800,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Córdoba,San Francisco,0.0,,POINT(-62.0840299 -31.4249815)
8801,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPRESID,Córdoba,Santa Catalina,13.0,,POINT(-64.437917 -33.2053017)
8802,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPRESID,Córdoba,Tancacha,9.0,,POINT(-63.9798348 -32.2374827)
8803,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPRESID,Córdoba,Villa de Maria,,,POINT(-63.7226242 -29.9065473)
8804,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Córdoba,Arroyito,0.0,,POINT(-63.0509405 -31.4192409)
8805,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPRESID,Córdoba,Villa Sta. Rosa,12.0,,POINT(-63.3993819 -31.1534891)
8806,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Córdoba,Hernando,0.0,,POINT(-63.7343423 -32.4279251)
8807,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Córdoba,Piquillín,5.0,,POINT(-63.7586562 -31.300212)
8808,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Córdoba,Sebastián el Cano,15.0,,POINT(-60.5949457 -33.9206307)
8809,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Córdoba,El Tío,,,POINT(-62.828133 -31.3854384)
8810,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Córdoba,Mi Granja,,,POINT(-64.0002537 -31.3504301)
8811,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Córdoba,Sacanta,,,POINT(-63.0479142 -31.6634501)
8812,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,CREA,Córdoba,Sinsacate,3.0,,POINT(-64.0939374 -30.942822)
8813,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,INTA,Córdoba,Manfredi,1.0,,POINT(-63.747563 -31.8457855)
8814,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPPCE,Santa Fe,Ceres,11.0,,POINT(-61.9451954 -29.8819399)
8815,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPPCE,Santa Fe,Gálvez,3.0,,POINT(-61.2196794 -32.0253403)
8816,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPPCE,Santa Fe,Humboldt,0.0,,POINT(-61.0820117 -31.4008645)
8817,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPPCE,Santa Fe,Landeta,,,POINT(-62.0621223 -32.0128821)
8818,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPPCE,Santa Fe,Piamonte,,,POINT(-61.980515 -32.1439613)
8819,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPPCE,Santa Fe,Susana,,,POINT(-61.5159907 -31.3557161)
8820,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPPCE,Santa Fe,San Jorge,0.0,,POINT(-61.8597235 -31.8962813)
8821,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPPCE,Santa Fe,Santa Clara de Saguier,0.0,,POINT(-61.8181197 -31.335615)
8822,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPPCE,Santa Fe,Vila,2.0,,POINT(-61.8325798 -31.1903062)
8823,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPPCE,Santa Fe,López,0.0,,POINT(-61.2770597 -31.9037969)
8824,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPPCE,Santa Fe,Campo Piaggio,0.0,,POINT(-61.3296663 -31.9666741)
8825,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPPCE,Santa Fe,San Carlos Norte,0.0,,POINT(-61.0747934 -31.6734613)
8826,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Santa Fe,El Trébol,0.0,,POINT(-61.7099311 -32.1972868)
8827,2025-07-30 03:00:00+00:00,Dalbulus maidis,Explosive,AAPRESID,Santa Fe,Emilia,110.0,,POINT(-60.745031 -31.0589655)
8828,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPRESID,Santa Fe,Gálvez,,,POINT(-61.2196794 -32.0253403)
8829,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPRESID,Santa Fe,La Camila,11.0,,POINT(-60.8 -30.9)
8830,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Santa Fe,Maria Juana,0.0,,POINT(-61.7516598 -31.6755638)
8831,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,AAPRESID,Santa Fe,Progreso,16.0,,POINT(-60.9896847 -31.1378938)
8832,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Santa Fe,Sastre,0.0,,POINT(-61.8288888 -31.7675113)
8833,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPRESID,Santa Fe,Helvecia,1.0,,POINT(-60.0888941 -31.1017987)
8834,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPRESID,Santa Fe,Aldao,,,POINT(-60.8159601 -32.7046372)
8835,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Santa Fe,Ataliva,,,POINT(-61.4318393 -30.996178)
8836,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,CREA,Santa Fe,Bernardo de Irigoyen,5.0,,POINT(-61.1574104 -32.1679854)
8837,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Santa Fe,Esperanza,,,POINT(-60.9304048 -31.448994)
8838,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Santa Fe,Moisés Ville,,,POINT(-61.469608 -30.7155114)
8839,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Santa Fe,Rincón de Ávila,,,POINT(-60.8673227 -31.3238541)
8840,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Santa Fe,,0.0,,POINT(-61.1645076 -30.3154739)
8841,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Santa Fe,Cañada Rosquín,0.0,,POINT(-61.6018824 -32.0544559)
8842,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,INTA,Córdoba,Marull,0.0,,POINT(-62.8253519 -30.9939263)
8843,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,INTA,Santa Fe,Centeno,5.0,,POINT(-61.4080671 -32.2959681)
8844,2025-07-30 03:00:00+00:00,Dalbulus maidis,High,INTA,Santa Fe,Rafaela,25.0,,POINT(-61.4916758 -31.2526923)
8845,2025-07-30 03:00:00+00:00,Dalbulus maidis,Medium,INTA,Santa Fe,Ceres,11.0,,POINT(-61.9451954 -29.8819399)
8847,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPPCE,Córdoba,Ana Zumaran,0.0,,POINT(-63.6 -32.1)
8848,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPPCE,Córdoba,Cnel. Baigorria,2.0,,POINT(-63.6 -32.1)
8849,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPPCE,Córdoba,General Roca,2.0,,POINT(-61.915915 -32.7310158)
8850,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPPCE,Córdoba,Gral. Cabrera,3.0,,POINT(-63.7013339 -32.6990341)
8851,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPPCE,Córdoba,La playosa,0.0,,POINT(-63.03167 -32.0996251)
8852,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPPCE,Córdoba,Ordoñez,0.0,,POINT(-62.8659311 -32.8410457)
8853,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPPCE,Córdoba,Tosquita,2.0,,POINT(-63.6 -32.1)
8854,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPPCE,Córdoba,Arroyo Cabral,0.0,,POINT(-63.4022008 -32.4894728)
8855,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPPCE,Córdoba,Villa María,1.0,,POINT(-63.2435809 -32.4106245)
8856,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPRESID,Córdoba,Benjamín Gould,1.0,,POINT(-62.7282108 -33.5874801)
8857,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Córdoba,Buchardo,0.0,,POINT(-63.5073178 -34.7238062)
8858,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPRESID,Córdoba,Coronel Moldes,4.0,,POINT(-64.5918428 -33.620793)
8859,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Córdoba,Corral de Bustos,0.0,,POINT(-62.1863973 -33.2832106)
8860,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Córdoba,Guatimozin,0.0,,POINT(-62.4381621 -33.4642953)
8861,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPRESID,Córdoba,Idiazabal,2.0,,POINT(-63.6 -32.1)
8862,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Córdoba,Lecueder,0.0,,POINT(-64.8096741 -34.4955295)
8863,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPRESID,Córdoba,Villa Valeria,,,POINT(-64.9206789 -34.3416235)
8864,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Córdoba,Jovita,0.0,,POINT(-63.9440228 -34.518857)
8865,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPRESID,Córdoba,Adelia María,0.0,,POINT(-64.0240394 -33.6336195)
8866,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Córdoba,Chilibroste,,,POINT(-62.5108461 -32.3326684)
8867,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Córdoba,Justiniano Posse,,,POINT(-62.6797946 -32.883489)
8868,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,CREA,Córdoba,Arias,,,POINT(-62.4038413 -33.6422088)
8869,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,CREA,Córdoba,Cuatro Vientos,1.0,,POINT(-64.5785213 -33.0720427)
8870,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Córdoba,General Levalle,0.0,,POINT(-63.923389 -34.0074973)
8871,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Córdoba,Melo,0.0,,POINT(-63.445206 -34.3487625)
8872,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Córdoba,Monte de los Gauchos,0.0,,POINT(-63.8894972 -33.6391139)
8873,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,CREA,Córdoba,Punta del Agua,1.0,,POINT(-63.6 -32.1)
8874,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Córdoba,Reduccion,0.0,,POINT(-63.8625063 -33.2031613)
8875,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Córdoba,Vicuña Mackenna,0.0,,POINT(-64.3898493 -33.9156871)
8876,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Córdoba,Villa valeria,0.0,,POINT(-64.9206789 -34.3416235)
8877,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,CREA,Córdoba,Ballesteros,0.0,,POINT(-62.9811138 -32.5453242)
8878,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,INTA,Córdoba,Marcos Juarez 2,2.0,,POINT(-64.1532828 -32.160109)
8879,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPPCE,Santa Fe,Álvarez,1.0,,POINT(-60.8021185 -33.1305513)
8880,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPPCE,Santa Fe,Bustinza,0.0,,POINT(-60.8 -30.9)
8881,2025-07-30 03:00:00+00:00,Dalbulus maidis,Low,AAPPCE,Santa Fe,Godoy,2.0,,POINT(-60.8 -30.9)
8882,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPPCE,Santa Fe,Hughes,0.0,,POINT(-61.3363467 -33.8012821)
8883,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPPCE,Santa Fe,Iriarte,0.0,,POINT(-60.6912877 -32.8737177)
8884,2025-07-30 03:00:00+00:00,Dalbulus maidis,Unknown,AAPPCE,Santa Fe,Máximo Paz,,,POINT(-60.9561804 -33.4831667)
8885,2025-07-30 03:00:00+00:00,Dalbulus maidis,Zero,AAPPCE,Santa Fe,San Jerónimo Sur,0.0,,POINT(-61.0347379 -32.8758681)
